iteration,relative_residual,relative_energy_gap
0,1.0,1.0
1,0.7986412745289787,0.9935068381322162
2,0.6741143666443659,0.9892212934620687
3,0.5848376131347522,0.9861242405434624
4,0.5178618987267567,0.9837690253433968
5,0.46605024664723105,0.9819072734619164
6,0.4249733608097152,0.9803894220164592
7,0.39171604413531885,0.9791204672586062
8,0.36428911594347824,0.9780374922460008
9,0.3412993932701811,0.9770973457855363
10,0.3217499540704254,0.976269518616271
11,0.3049136609262825,0.9755318521971111
12,0.29025069363838446,0.9748678640235653
13,0.27735360655668856,0.9742650300065301
14,0.26591006127539846,0.9737136515104042
15,0.25567713380278695,0.9732060895798184
16,0.24646332645622085,0.9727362356735907
17,0.23811578606646583,0.9722991382810725
18,0.2305110910642869,0.9718907345165563
19,0.2235485193279273,0.9715076538133445
20,0.21714506396869815,0.9711470720537498
21,0.2112316970082548,0.9708066015849931
22,0.20575053532082158,0.9704842071809975
23,0.20065266692334485,0.9701781410172704
24,0.19589646620332893,0.9698868917979915
25,0.1914462751870259,0.9696091445221601
26,0.18727136172539283,0.9693437483605705
27,0.183345089260087,0.9690896907710492
28,0.1796442497684092,0.9688460764696459
29,0.1761485236760168,0.9686121102107164
30,0.17284003939035814,0.9683870825836023
31,0.16970301161722653,0.9681703582207696
32,0.16672344244821174,0.9679613659410999
33,0.16388887281594874,0.9677595904646099
34,0.16118817463659296,0.967564565412293
35,0.1586113760293197,0.9673758673537786
36,0.15614951358923376,0.9671931107278602
37,0.1537945069147989,0.9670159434837126
38,0.1515390515428986,0.9668440433267217
39,0.14937652718949154,0.9666771144693862
40,0.14730091878032445,0.9665148848132474
41,0.14530674822070844,0.9663571034862417
42,0.14338901522344563,0.96620353869557
43,0.14154314581043012,0.9660539758397917
44,0.13976494734215514,0.9659082158461892
45,0.13805056912253993,0.9657660737067809
46,0.13639646778360226,0.9656273771779451
47,0.13479937678287776,0.9654919656270763
48,0.13325627945184518,0.9653596890093781
49,0.13176438512049074,0.9652304069478848
50,0.1303211079150405,0.9651039879169354
51,0.12892404788568154,0.964980308508868
52,0.12757097417097002,0.964859252771162
53,0.12625980994741753,0.9647407116149347
54,0.12498861894789783,0.9646245822790612
55,0.12375559336216325,0.964510767843597
56,0.1225590429578748,0.9643991767934073
57,0.12139738528189287,0.9642897226190755
58,0.1202691368197513,0.9641823234554573
59,0.11917290500679874,0.96407690175175
60,0.11810738099782095,0.9639733839723517
61,0.11707133311343207,0.9638717003199981
62,0.11606360089141175,0.9637717844869274
63,0.11508308967973033,0.9636735734255949
64,0.11412876571540932,0.9635770071335861
65,0.11319965163982879,0.9634820284639838
66,0.1122948224066968,0.9633885829442387
67,0.11141340154381868,0.963296618613137
68,0.11055455773408372,0.9632060858663243
69,0.10971750168486785,0.9631169373203347
70,0.10890148325835242,0.9630291276789559
71,0.10810578883818303,0.962942613614905
72,0.10732973891046044,0.9628573536579684
73,0.1065726858393348,0.9627733080909722
74,0.10583401181948561,0.9626904388544217
75,0.10511312698956041,0.9626087094553364
76,0.10440946769223165,0.9625280848865729
77,0.10372249486794419,0.9624485315466667
78,0.10305169257068661,0.9623700171677861
79,0.1023965665952456,0.962292510746933
80,0.10175664320640247,0.9622159824838056
81,0.10113146796144075,0.9621404037229387
82,0.10052060461812867,0.9620657468920198
83,0.09992363412107505,0.9619919854561538
84,0.09934015366,0.9619190938631597
85,0.09876977579405298,0.9618470475026782
86,0.09821212763683393,0.9617758226580577
87,0.0976668500972538,0.961705396468409
88,0.09713359717179135,0.9616357468883181
89,0.09661203528410446,0.9615668526514181
90,0.09610184266829265,0.9614986932379126
91,0.09560270879243246,0.9614312488400811
92,0.09511433381929399,0.9613645003319838
93,0.09463642810141004,0.9612984292413636
94,0.09416871170790253,0.9612330177212681
95,0.09371091398069167,0.961168248523385
96,0.09326277311790682,0.9611041049759618
97,0.09282403578249956,0.9610405709565271
98,0.092394456734218,0.9609776308730039
99,0.09197379848325579,0.9609152696409919
100,0.09156183096402026,0.9608534726635146
101,0.09115833122758885,0.9607922258122878
102,0.09076308315154205,0.9607315154094622
103,0.09037587716595308,0.9606713282113202
104,0.0899965099944217,0.9606116513891739
105,0.08962478440911711,0.9605524725154287
106,0.08926050899888158,0.9604937795494446
107,0.08890349794951184,0.9604355608214704
108,0.08855357083541117,0.960377805018694
109,0.08821055242185688,0.9603205011744674
110,0.08787427247719337,0.9602636386533424
111,0.08754456559430569,0.9602072071402137
112,0.0872212710207809,0.9601511966289592
113,0.08690423249720694,0.9600955974113199
114,0.08659329810309617,0.9600404000660839
115,0.08628832010996432,0.9599855954494159
116,0.08598915484112296,0.9599311746859147
117,0.08569566253778182,0.9598771291584358
118,0.08540770723107882,0.9598234504977072
119,0.08512515661968803,0.9597701305778805
120,0.08484788195268395,0.9597171615048609
121,0.08457575791734964,0.9596645356099739
122,0.08430866253165284,0.9596122454424936
123,0.08404647704112841,0.959560283760895
124,0.08378908581991405,0.9595086435291138
125,0.0835363762757206,0.9594573179053157
126,0.083288238758519,0.9594063002409209
127,0.08304456647274555,0.9593555840685395
128,0.0828052553928423,0.9593051631017667
129,0.08257020418195905,0.9592550312250897
130,0.08233931411365315,0.9592051824901302
131,0.08211248899643915,0.9591556111110202
132,0.08188963510104495,0.9591063114575187
133,0.08167066109024249,0.9590572780524215
134,0.08145547795112805,0.9590085055636766
135,0.08124399892973964,0.9589599888031136
136,0.08103613946789547,0.9589117227196624
137,0.08083181714216021,0.9588637023965606
138,0.08063095160483327,0.9588159230460477
139,0.08043346452687791,0.9587683800068355
140,0.08023927954269848,0.9587210687383746
141,0.08004832219669186,0.9586739848194933
142,0.07986051989149298,0.9586271239422647
143,0.07967580183784752,0.9585804819108356
144,0.0794940990060423,0.9585340546362476
145,0.07931534407883002,0.9584878381357579
146,0.07913947140579032,0.958441828527014
147,0.07896641695906997,0.9583960220254591
148,0.07879611829044791,0.9583504149436329
149,0.07862851448967587,0.9583050036858678
150,0.07846354614404555,0.9582597847470321
151,0.0783011552991381,0.9582147547086967
152,0.07814128542071155,0.9581699102383994
153,0.07798388135768629,0.9581252480862015
