iteration,relative_residual,relative_energy_gap
0,1.0,1.0
1,0.8757712650241357,0.9827118046904157
2,0.6687767323314209,0.9777002981129391
3,0.6450267735835843,0.9742272089827586
4,0.550780303488462,0.9710680332868497
5,0.5886644034826475,0.968417041507875
6,0.6198726677499004,0.9654121667373324
7,0.8788582878157619,0.960687358245431
8,0.9510544144939833,0.9532567276191465
9,0.9725011485487066,0.9451377856344628
10,0.8353465942107772,0.9386924680987226
11,0.9212359736582555,0.9321125196907599
12,0.8163304893651716,0.9260876721913468
13,0.9672376376268443,0.9194631679338542
14,1.1022045809316627,0.9102270100339921
15,1.0574174245363417,0.8996817671223354
16,1.0455305339003635,0.8908467356478298
17,1.0107656178933953,0.8809066181476722
18,0.9862440283622922,0.8731019338735929
19,1.0247807779793179,0.8645557612232868
20,1.1293034204210952,0.8549884749664164
21,1.1763690816791366,0.8407299008277526
22,1.2149582702796062,0.82657071149353
23,1.2288567435582631,0.8128537976528357
24,1.1686046800962582,0.8012861171575257
25,1.1566307477194544,0.7900754951823209
26,1.581045630802117,0.7736778329425409
27,1.8831135855242631,0.7471581002144009
28,1.8424839034447236,0.717907426247791
29,1.666526051760222,0.6868452799853996
30,1.4220565182300209,0.6636598135014595
31,1.3273770556659708,0.6463049393971715
32,1.5397488013681613,0.6260865052438505
33,1.8606160648579437,0.5957917904893152
34,2.382458834628941,0.55052211674882
35,2.9395991227728455,0.4787093239122789
36,3.318090089928005,0.3725289638990998
37,3.1597679292423297,0.27352485612845684
38,2.6997590982895145,0.17849902495119557
39,2.170196606941778,0.11921128718468929
40,1.8458414814355744,0.07892706068393722
41,1.5896713184545719,0.04707343787039463
42,1.1388652264555126,0.02303274749352538
43,0.8240628649298168,0.01164467029031356
44,0.5106282032069056,0.0070776116106576895
45,0.3655870784502159,0.004683715255768454
46,0.32744806295508094,0.0033911832817885104
47,0.23148983062447565,0.0026308168577081317
48,0.1552911845103061,0.0022736732421373613
49,0.12336342696103235,0.002061766611873376
50,0.10624152266965857,0.0019132442632559658
51,0.12272294146939018,0.0017666933597491493
52,0.14681991167895886,0.0015541836267349881
53,0.1764553560290236,0.001188926861591775
54,0.20670058800398383,0.0007363813097943073
55,0.1484616147003491,0.00036334907921819614
56,0.10113270259466538,0.0001466381418198908
57,0.07710051771762073,6.680878805548864e-05
58,0.04993023148583687,2.6400033400999507e-05
59,0.04141108561404478,1.3222310549296888e-05
60,0.02065691528743714,3.5890393815478883e-06
61,0.009390108063288397,9.295060649786522e-07
62,0.005432600866013139,2.3300066735202734e-07
63,0.002426422675956423,5.3076266162256166e-08
64,0.0009642240194936639,8.226509607226748e-09
65,0.0005677802805892102,2.5881442694870772e-09
66,0.0002907738907670189,5.815810851830119e-10
67,0.0001651126776373285,2.2569210031813632e-10
68,0.00010375191206925678,8.474330654670113e-11
69,4.006370716238984e-05,1.4594888578225478e-11
70,1.984696396142644e-05,3.1850786130236554e-12
71,1.3260792157813581e-05,1.2994741670542584e-12
72,6.9926055654977135e-06,4.3509489934762033e-13
73,3.736863878089688e-06,1.2331262035801193e-13
74,1.8725071484053645e-06,2.893226284196706e-14
75,1.0428695203699888e-06,9.718320617765791e-15
76,7.003500981910318e-07,4.167430162607177e-15
